TOTAL POI INVENTORY & CRITICAL WEIGHT ANALYSIS 2026
==========================================================================================

CITY: BIALYSTOK
Total recognized POI types: 79
------------------------------------------------------------------------------------------
POI Type                       | Tier                 | Cnt   | Weight (Final) 
car_repair                     | T5_SPEC_GASTRO       |   208 |          649.96
fast_food                      | T5_SPEC_GASTRO       |   238 |          647.74
hairdresser                    | T5_SPEC_GASTRO       |   243 |          647.40
company                        | T5_SPEC_GASTRO       |   276 |          645.31
restaurant                     | T5_SPEC_GASTRO       |   293 |          644.33
playground                     | T6_MICRO_INFRA       |   803 |            9.25
kiosk                          | T6_MICRO_INFRA       |    55 |            6.97
newsagent                      | T6_MICRO_INFRA       |    17 |            6.92
fountain                       | T6_MICRO_INFRA       |    67 |            6.69
atm                            | T6_MICRO_INFRA       |   146 |            6.56
toilets                        | T6_MICRO_INFRA       |   150 |            6.55
vending_machine                | T6_MICRO_INFRA       |   160 |            6.54
picnic_table                   | T6_MICRO_INFRA       |   193 |            6.51
parcel_locker                  | T6_MICRO_INFRA       |   495 |            6.36

==========================================================================================

CITY: SUWALKI
Total recognized POI types: 73
------------------------------------------------------------------------------------------
POI Type                       | Tier                 | Cnt   | Weight (Final) 
------------------------------------------------------------------------------------------
aerodrome                      | T0_MEGA_HUB          |     1 |    145945591.13
apron                          | T0_MEGA_HUB          |     1 |     85476499.55
hangar                         | T0_MEGA_HUB          |    13 |     48657314.88
terminal                       | T0_MEGA_HUB          |     3 |     28410450.28
station                        | T0_MEGA_HUB          |     3 |     28410450.28
hospital                       | T1_REGIONAL_MAGNET   |     1 |     21665446.08
university                     | T1_REGIONAL_MAGNET   |     1 |     18505895.44
stadium                        | T1_REGIONAL_MAGNET   |     7 |     16291007.78
prison                         | T2_STRATEGIC_HUB     |     1 |      2309550.50
school                         | T2_STRATEGIC_HUB     |    27 |      1561539.69
courthouse                     | T2_STRATEGIC_HUB     |     1 |      1389305.53
mall                           | T2_STRATEGIC_HUB     |     7 |      1264753.06
townhall                       | T2_STRATEGIC_HUB     |     3 |      1215307.65
social_facility                | T2_STRATEGIC_HUB     |     2 |      1176932.10
supermarket                    | T2_STRATEGIC_HUB     |    33 |      1091317.53
department_store               | T2_STRATEGIC_HUB     |     4 |      1071553.50
police                         | T2_STRATEGIC_HUB     |     2 |      1067883.85
government                     | T2_STRATEGIC_HUB     |    14 |       911137.05
fire_station                   | T2_STRATEGIC_HUB     |     9 |       791987.98
water_park                     | T3_LOCAL_CORE        |     1 |       160162.35
cinema                         | T3_LOCAL_CORE        |     1 |       122684.97
sports_hall                    | T3_LOCAL_CORE        |     1 |       102477.90
theatre                        | T3_LOCAL_CORE        |     1 |        88703.70
library                        | T3_LOCAL_CORE        |     1 |        77873.50
swimming_pool                  | T3_LOCAL_CORE        |     5 |        62635.05
driving_school                 | T3_LOCAL_CORE        |     1 |        58363.52
language_school                | T3_LOCAL_CORE        |     2 |        57389.84
dentist                        | T3_LOCAL_CORE        |     6 |        55850.25
doctors                        | T3_LOCAL_CORE        |    11 |        55005.04
kindergarten                   | T3_LOCAL_CORE        |    15 |        54574.70
park                           | T4_DAILY_SERVICE     |    24 |        12998.83
hardware                       | T4_DAILY_SERVICE     |     2 |        10509.24
place_of_worship               | T4_DAILY_SERVICE     |    20 |         9833.75
garden                         | T4_DAILY_SERVICE     |    26 |         9354.84
fuel                           | T4_DAILY_SERVICE     |    26 |         8277.13
shoes                          | T4_DAILY_SERVICE     |     7 |         7414.48
post_office                    | T4_DAILY_SERVICE     |     5 |         7089.79
bakery                         | T4_DAILY_SERVICE     |     7 |         6110.39
optician                       | T4_DAILY_SERVICE     |     3 |         5682.09
pet                            | T4_DAILY_SERVICE     |     4 |         5641.77
butcher                        | T4_DAILY_SERVICE     |     4 |         5641.77
charging_station               | T4_DAILY_SERVICE     |     5 |         5610.52
electronics                    | T4_DAILY_SERVICE     |     7 |         5563.49
bureau_de_change               | T4_DAILY_SERVICE     |     8 |         5544.85
florist                        | T4_DAILY_SERVICE     |    11 |         5500.50
furniture                      | T4_DAILY_SERVICE     |    11 |         5500.50
bank                           | T4_DAILY_SERVICE     |    15 |         5457.47
bicycle_rental                 | T4_DAILY_SERVICE     |    19 |         5424.81
convenience                    | T4_DAILY_SERVICE     |    24 |         5392.69
pharmacy                       | T4_DAILY_SERVICE     |    29 |         5366.81
clothes                        | T4_DAILY_SERVICE     |    57 |         5275.83
community_centre               | T5_SPEC_GASTRO       |     1 |         1449.43
arts_centre                    | T5_SPEC_GASTRO       |     2 |          899.19
company                        | T5_SPEC_GASTRO       |     4 |          824.56
car_repair                     | T5_SPEC_GASTRO       |    13 |          816.54
car_wash                       | T5_SPEC_GASTRO       |     9 |          740.01
bar                            | T5_SPEC_GASTRO       |     2 |          573.90
cafe                           | T5_SPEC_GASTRO       |     6 |          558.50
pub                            | T5_SPEC_GASTRO       |     7 |          556.35
beauty                         | T5_SPEC_GASTRO       |    10 |          551.38
chemist                        | T5_SPEC_GASTRO       |    12 |          548.84
hairdresser                    | T5_SPEC_GASTRO       |    16 |          544.85
fast_food                      | T5_SPEC_GASTRO       |    30 |          536.22
restaurant                     | T5_SPEC_GASTRO       |    40 |          532.32
playground                     | T6_MICRO_INFRA       |   170 |            8.16
newsagent                      | T6_MICRO_INFRA       |     1 |            6.57
fountain                       | T6_MICRO_INFRA       |     9 |            5.94
kiosk                          | T6_MICRO_INFRA       |     3 |            5.68
vending_machine                | T6_MICRO_INFRA       |     4 |            5.64
toilets                        | T6_MICRO_INFRA       |    12 |            5.49
picnic_table                   | T6_MICRO_INFRA       |    13 |            5.48
atm                            | T6_MICRO_INFRA       |    15 |            5.46
parcel_locker                  | T6_MICRO_INFRA       |    49 |            5.30

==========================================================================================

CITY: SWINOUJSCIE
Total recognized POI types: 69
------------------------------------------------------------------------------------------
POI Type                       | Tier                 | Cnt   | Weight (Final) 
------------------------------------------------------------------------------------------
hangar                         | T0_MEGA_HUB          |     1 |     35794030.50
terminal                       | T0_MEGA_HUB          |     1 |     28097729.71
station                        | T0_MEGA_HUB          |     9 |     26626168.33
port                           | T0_MEGA_HUB          |    11 |     26492415.30
ferry_terminal                 | T0_MEGA_HUB          |    28 |     25873514.36
hospital                       | T1_REGIONAL_MAGNET   |     1 |     17594040.94
stadium                        | T1_REGIONAL_MAGNET   |     1 |      9702239.62
school                         | T2_STRATEGIC_HUB     |    17 |      1598906.24
social_facility                | T2_STRATEGIC_HUB     |     4 |      1450838.29
mall                           | T2_STRATEGIC_HUB     |     6 |      1208870.21
townhall                       | T2_STRATEGIC_HUB     |     3 |      1122382.65
courthouse                     | T2_STRATEGIC_HUB     |     1 |      1083536.29
fire_station                   | T2_STRATEGIC_HUB     |     8 |       797742.25
police                         | T2_STRATEGIC_HUB     |     5 |       708358.48
government                     | T2_STRATEGIC_HUB     |    12 |       528689.73
supermarket                    | T2_STRATEGIC_HUB     |    25 |       518962.40
kindergarten                   | T3_LOCAL_CORE        |     9 |       138839.13
water_park                     | T3_LOCAL_CORE        |     3 |       136018.65
swimming_pool                  | T3_LOCAL_CORE        |     8 |        71685.06
sports_hall                    | T3_LOCAL_CORE        |     1 |        56195.46
clinic                         | T3_LOCAL_CORE        |     2 |        55265.46
theatre                        | T3_LOCAL_CORE        |     3 |        54721.86
library                        | T3_LOCAL_CORE        |     3 |        54721.86
dentist                        | T3_LOCAL_CORE        |     3 |        54721.86
cinema                         | T3_LOCAL_CORE        |     3 |        54721.86
doctors                        | T3_LOCAL_CORE        |     6 |        53793.90
park                           | T4_DAILY_SERVICE     |    35 |        14142.72
place_of_worship               | T4_DAILY_SERVICE     |    17 |         8313.58
furniture                      | T4_DAILY_SERVICE     |     4 |         7608.55
fuel                           | T4_DAILY_SERVICE     |    16 |         6962.60
garden                         | T4_DAILY_SERVICE     |   180 |         5609.02
butcher                        | T4_DAILY_SERVICE     |     3 |         5472.19
electronics                    | T4_DAILY_SERVICE     |     4 |         5433.65
florist                        | T4_DAILY_SERVICE     |     5 |         5403.78
optician                       | T4_DAILY_SERVICE     |     6 |         5379.39
pet                            | T4_DAILY_SERVICE     |     6 |         5379.39
post_office                    | T4_DAILY_SERVICE     |     6 |         5379.39
bakery                         | T4_DAILY_SERVICE     |     6 |         5379.39
charging_station               | T4_DAILY_SERVICE     |     7 |         5358.79
bank                           | T4_DAILY_SERVICE     |     8 |         5340.95
bicycle_rental                 | T4_DAILY_SERVICE     |    10 |         5311.18
shoes                          | T4_DAILY_SERVICE     |    10 |         5311.18
pharmacy                       | T4_DAILY_SERVICE     |    20 |         5219.09
bureau_de_change               | T4_DAILY_SERVICE     |    24 |         5195.01
convenience                    | T4_DAILY_SERVICE     |    51 |         5096.45
clothes                        | T4_DAILY_SERVICE     |    70 |         5055.77
community_centre               | T5_SPEC_GASTRO       |     6 |          908.14
arts_centre                    | T5_SPEC_GASTRO       |     1 |          850.71
car_wash                       | T5_SPEC_GASTRO       |    12 |          641.25
food_court                     | T5_SPEC_GASTRO       |     2 |          552.65
pub                            | T5_SPEC_GASTRO       |     4 |          543.36
chemist                        | T5_SPEC_GASTRO       |     6 |          537.94
company                        | T5_SPEC_GASTRO       |     8 |          534.10
car_repair                     | T5_SPEC_GASTRO       |     9 |          532.52
beauty                         | T5_SPEC_GASTRO       |    12 |          528.69
bar                            | T5_SPEC_GASTRO       |    18 |          523.30
hairdresser                    | T5_SPEC_GASTRO       |    19 |          522.59
cafe                           | T5_SPEC_GASTRO       |    48 |          510.43
fast_food                      | T5_SPEC_GASTRO       |    61 |          507.34
restaurant                     | T5_SPEC_GASTRO       |   124 |          498.41
playground                     | T6_MICRO_INFRA       |    73 |            7.46
kiosk                          | T6_MICRO_INFRA       |     5 |            5.60
newsagent                      | T6_MICRO_INFRA       |     4 |            5.43
parcel_locker                  | T6_MICRO_INFRA       |    27 |            5.18
fountain                       | T6_MICRO_INFRA       |    29 |            5.17
vending_machine                | T6_MICRO_INFRA       |    38 |            5.13
atm                            | T6_MICRO_INFRA       |    45 |            5.11
picnic_table                   | T6_MICRO_INFRA       |    45 |            5.11
toilets                        | T6_MICRO_INFRA       |    54 |            5.09

==========================================================================================

CITY: SZCZECIN
Total recognized POI types: 82
------------------------------------------------------------------------------------------
POI Type                       | Tier                 | Cnt   | Weight (Final) 
------------------------------------------------------------------------------------------
aerodrome                      | T0_MEGA_HUB          |     2 |    187485793.52
apron                          | T0_MEGA_HUB          |     9 |    106410835.75
hangar                         | T0_MEGA_HUB          |    64 |     60016398.28
ferry_terminal                 | T0_MEGA_HUB          |     6 |     34723759.16
terminal                       | T0_MEGA_HUB          |    34 |     33292776.35
station                        | T0_MEGA_HUB          |    45 |     33062100.79
port                           | T0_MEGA_HUB          |    90 |     32493211.95
hospital                       | T1_REGIONAL_MAGNET   |    11 |     25834804.75
stadium                        | T1_REGIONAL_MAGNET   |    11 |     20270373.06
university                     | T1_REGIONAL_MAGNET   |    50 |     13088083.00
college                        | T1_REGIONAL_MAGNET   |     8 |      6897240.26
prison                         | T2_STRATEGIC_HUB     |     3 |      2567820.84
school                         | T2_STRATEGIC_HUB     |   235 |      1720999.76
mall                           | T2_STRATEGIC_HUB     |    39 |      1698512.93
courthouse                     | T2_STRATEGIC_HUB     |    11 |      1223517.37
supermarket                    | T2_STRATEGIC_HUB     |   223 |      1163624.72
townhall                       | T2_STRATEGIC_HUB     |     8 |      1036450.48
police                         | T2_STRATEGIC_HUB     |    22 |       952711.31
fire_station                   | T2_STRATEGIC_HUB     |    42 |       932132.45
jobcentre                      | T2_STRATEGIC_HUB     |     1 |       724079.67
department_store               | T2_STRATEGIC_HUB     |     4 |       701172.99
social_facility                | T2_STRATEGIC_HUB     |    77 |       652420.04
government                     | T2_STRATEGIC_HUB     |   143 |       642303.06
water_park                     | T3_LOCAL_CORE        |     5 |       166222.58
sports_hall                    | T3_LOCAL_CORE        |    10 |       151794.47
kindergarten                   | T3_LOCAL_CORE        |   146 |       147210.63
nursing_home                   | T3_LOCAL_CORE        |     6 |       124028.86
theatre                        | T3_LOCAL_CORE        |    15 |       102099.30
swimming_pool                  | T3_LOCAL_CORE        |    40 |        76519.20
music_school                   | T3_LOCAL_CORE        |     6 |        69447.52
cinema                         | T3_LOCAL_CORE        |     7 |        69192.92
driving_school                 | T3_LOCAL_CORE        |    17 |        67728.18
language_school                | T3_LOCAL_CORE        |    20 |        67460.10
clinic                         | T3_LOCAL_CORE        |    34 |        66585.55
library                        | T3_LOCAL_CORE        |    41 |        66277.36
dentist                        | T3_LOCAL_CORE        |   146 |        64196.51
doctors                        | T3_LOCAL_CORE        |   179 |        63865.39
park                           | T4_DAILY_SERVICE     |   140 |        18799.93
place_of_worship               | T4_DAILY_SERVICE     |   200 |         9700.63
garden                         | T4_DAILY_SERVICE     |   544 |         8860.14
fuel                           | T4_DAILY_SERVICE     |   124 |         7961.40
hardware                       | T4_DAILY_SERVICE     |    28 |         6690.54
bureau_de_change               | T4_DAILY_SERVICE     |    43 |         6619.90
pet                            | T4_DAILY_SERVICE     |    46 |         6608.81
electronics                    | T4_DAILY_SERVICE     |    51 |         6591.84
optician                       | T4_DAILY_SERVICE     |    57 |         6573.56
shoes                          | T4_DAILY_SERVICE     |    70 |         6539.83
charging_station               | T4_DAILY_SERVICE     |    70 |         6539.83
furniture                      | T4_DAILY_SERVICE     |    71 |         6537.50
butcher                        | T4_DAILY_SERVICE     |    72 |         6535.21
post_office                    | T4_DAILY_SERVICE     |    90 |         6498.64
bank                           | T4_DAILY_SERVICE     |   105 |         6473.42
bicycle_rental                 | T4_DAILY_SERVICE     |   111 |         6464.34
bakery                         | T4_DAILY_SERVICE     |   114 |         6459.99
florist                        | T4_DAILY_SERVICE     |   116 |         6457.15
pharmacy                       | T4_DAILY_SERVICE     |   185 |         6381.19
clothes                        | T4_DAILY_SERVICE     |   454 |         6237.37
convenience                    | T4_DAILY_SERVICE     |   518 |         6216.64
arts_centre                    | T5_SPEC_GASTRO       |    12 |         1350.12
car_wash                       | T5_SPEC_GASTRO       |   108 |          796.91
food_court                     | T5_SPEC_GASTRO       |     4 |          701.17
nightclub                      | T5_SPEC_GASTRO       |    22 |          673.03
bar                            | T5_SPEC_GASTRO       |    30 |          667.92
pub                            | T5_SPEC_GASTRO       |    41 |          662.77
chemist                        | T5_SPEC_GASTRO       |    61 |          656.24
community_centre               | T5_SPEC_GASTRO       |    75 |          652.85
cafe                           | T5_SPEC_GASTRO       |   126 |          644.37
beauty                         | T5_SPEC_GASTRO       |   155 |          640.99
car_repair                     | T5_SPEC_GASTRO       |   226 |          634.88
hairdresser                    | T5_SPEC_GASTRO       |   233 |          634.39
fast_food                      | T5_SPEC_GASTRO       |   327 |          628.95
company                        | T5_SPEC_GASTRO       |   328 |          628.90
restaurant                     | T5_SPEC_GASTRO       |   349 |          627.91
playground                     | T6_MICRO_INFRA       |   835 |            9.43
newsagent                      | T6_MICRO_INFRA       |    30 |            6.68
fountain                       | T6_MICRO_INFRA       |    50 |            6.60
kiosk                          | T6_MICRO_INFRA       |    84 |            6.51
toilets                        | T6_MICRO_INFRA       |   116 |            6.46
atm                            | T6_MICRO_INFRA       |   176 |            6.39
picnic_table                   | T6_MICRO_INFRA       |   262 |            6.32
vending_machine                | T6_MICRO_INFRA       |   282 |            6.31
parcel_locker                  | T6_MICRO_INFRA       |   494 |            6.22

==========================================================================================

CITY: TORUN
Total recognized POI types: 80
------------------------------------------------------------------------------------------
POI Type                       | Tier                 | Cnt   | Weight (Final) 
------------------------------------------------------------------------------------------
aerodrome                      | T0_MEGA_HUB          |     1 |    180682875.43
port                           | T0_MEGA_HUB          |     1 |    133840216.01
apron                          | T0_MEGA_HUB          |     4 |     76661543.08
hangar                         | T0_MEGA_HUB          |     7 |     60178957.51
terminal                       | T0_MEGA_HUB          |     1 |     34072449.12
station                        | T0_MEGA_HUB          |    21 |     31691754.80
college                        | T1_REGIONAL_MAGNET   |     8 |     20248413.55
stadium                        | T1_REGIONAL_MAGNET   |     5 |     19312914.00
hospital                       | T1_REGIONAL_MAGNET   |    18 |     16397571.65
university                     | T1_REGIONAL_MAGNET   |   101 |      6094231.89
school                         | T2_STRATEGIC_HUB     |   119 |      1676056.30
courthouse                     | T2_STRATEGIC_HUB     |     2 |      1502200.12
mall                           | T2_STRATEGIC_HUB     |    19 |      1498480.90
social_facility                | T2_STRATEGIC_HUB     |    41 |      1204214.21
department_store               | T2_STRATEGIC_HUB     |     3 |      1119906.58
fire_station                   | T2_STRATEGIC_HUB     |    24 |       981491.60
townhall                       | T2_STRATEGIC_HUB     |    14 |       854663.32
supermarket                    | T2_STRATEGIC_HUB     |   121 |       845746.84
prison                         | T2_STRATEGIC_HUB     |     1 |       681448.98
police                         | T2_STRATEGIC_HUB     |     9 |       647072.12
government                     | T2_STRATEGIC_HUB     |    81 |       612834.28
kindergarten                   | T3_LOCAL_CORE        |    99 |       128550.98
nursing_home                   | T3_LOCAL_CORE        |     4 |       112930.89
water_park                     | T3_LOCAL_CORE        |     3 |        85046.86
swimming_pool                  | T3_LOCAL_CORE        |    24 |        77833.22
cinema                         | T3_LOCAL_CORE        |     3 |        66425.62
music_school                   | T3_LOCAL_CORE        |     6 |        65341.25
theatre                        | T3_LOCAL_CORE        |     9 |        64707.21
sports_hall                    | T3_LOCAL_CORE        |    12 |        64257.54
driving_school                 | T3_LOCAL_CORE        |    29 |        62880.00
library                        | T3_LOCAL_CORE        |    30 |        62827.15
clinic                         | T3_LOCAL_CORE        |    46 |        62161.53
language_school                | T3_LOCAL_CORE        |    49 |        62063.28
dentist                        | T3_LOCAL_CORE        |   128 |        60577.28
doctors                        | T3_LOCAL_CORE        |   139 |        60450.59
park                           | T4_DAILY_SERVICE     |    78 |        17160.80
place_of_worship               | T4_DAILY_SERVICE     |   113 |         9254.07
garden                         | T4_DAILY_SERVICE     |  1448 |         6495.97
bureau_de_change               | T4_DAILY_SERVICE     |    13 |         6413.25
hardware                       | T4_DAILY_SERVICE     |    19 |         6353.97
electronics                    | T4_DAILY_SERVICE     |    19 |         6353.97
pet                            | T4_DAILY_SERVICE     |    33 |         6267.86
shoes                          | T4_DAILY_SERVICE     |    46 |         6216.15
optician                       | T4_DAILY_SERVICE     |    50 |         6203.19
bicycle_rental                 | T4_DAILY_SERVICE     |    53 |         6194.13
charging_station               | T4_DAILY_SERVICE     |    55 |         6188.38
post_office                    | T4_DAILY_SERVICE     |    58 |         6180.13
bank                           | T4_DAILY_SERVICE     |    63 |         6167.29
fuel                           | T4_DAILY_SERVICE     |    68 |         6155.45
bakery                         | T4_DAILY_SERVICE     |    71 |         6148.75
furniture                      | T4_DAILY_SERVICE     |    82 |         6126.44
butcher                        | T4_DAILY_SERVICE     |    88 |         6115.52
pharmacy                       | T4_DAILY_SERVICE     |    90 |         6112.04
florist                        | T4_DAILY_SERVICE     |   116 |         6072.88
convenience                    | T4_DAILY_SERVICE     |   246 |         5957.98
clothes                        | T4_DAILY_SERVICE     |   406 |         5882.90
food_court                     | T5_SPEC_GASTRO       |     1 |          681.45
nightclub                      | T5_SPEC_GASTRO       |     4 |          659.76
arts_centre                    | T5_SPEC_GASTRO       |    14 |          640.17
bar                            | T5_SPEC_GASTRO       |    16 |          638.08
community_centre               | T5_SPEC_GASTRO       |    24 |          631.75
chemist                        | T5_SPEC_GASTRO       |    29 |          628.80
pub                            | T5_SPEC_GASTRO       |    36 |          625.43
cafe                           | T5_SPEC_GASTRO       |    62 |          616.98
car_wash                       | T5_SPEC_GASTRO       |    65 |          616.24
company                        | T5_SPEC_GASTRO       |    99 |          609.73
fast_food                      | T5_SPEC_GASTRO       |   107 |          608.53
car_repair                     | T5_SPEC_GASTRO       |   166 |          601.79
hairdresser                    | T5_SPEC_GASTRO       |   255 |          595.25
restaurant                     | T5_SPEC_GASTRO       |   257 |          595.14
beauty                         | T5_SPEC_GASTRO       |   386 |          589.04
playground                     | T6_MICRO_INFRA       |   632 |            8.56
newsagent                      | T6_MICRO_INFRA       |    27 |            6.30
vending_machine                | T6_MICRO_INFRA       |    34 |            6.26
kiosk                          | T6_MICRO_INFRA       |    41 |            6.23
fountain                       | T6_MICRO_INFRA       |    41 |            6.23
toilets                        | T6_MICRO_INFRA       |    49 |            6.21
picnic_table                   | T6_MICRO_INFRA       |    50 |            6.20
atm                            | T6_MICRO_INFRA       |    73 |            6.14
parcel_locker                  | T6_MICRO_INFRA       |   291 |            5.93

==========================================================================================

CITY: TROJMIASTO
Total recognized POI types: 82
------------------------------------------------------------------------------------------
POI Type                       | Tier                 | Cnt   | Weight (Final) 
------------------------------------------------------------------------------------------
aerodrome                      | T0_MEGA_HUB          |     3 |    214123891.49
apron                          | T0_MEGA_HUB          |    15 |     94698156.32
hangar                         | T0_MEGA_HUB          |    31 |     78439187.38
ferry_terminal                 | T0_MEGA_HUB          |    30 |     36129794.13
port                           | T0_MEGA_HUB          |    33 |     36046420.85
terminal                       | T0_MEGA_HUB          |    43 |     35814946.24
station                        | T0_MEGA_HUB          |    89 |     35179544.24
hospital                       | T1_REGIONAL_MAGNET   |    22 |     24817283.78
stadium                        | T1_REGIONAL_MAGNET   |    18 |     22940163.36
university                     | T1_REGIONAL_MAGNET   |    40 |     18328114.38
college                        | T1_REGIONAL_MAGNET   |    24 |      7265006.36
prison                         | T2_STRATEGIC_HUB     |     3 |      2560315.55
school                         | T2_STRATEGIC_HUB     |   428 |      1942448.90
courthouse                     | T2_STRATEGIC_HUB     |    11 |      1625613.14
mall                           | T2_STRATEGIC_HUB     |    97 |      1569576.06
police                         | T2_STRATEGIC_HUB     |    57 |      1295694.47
supermarket                    | T2_STRATEGIC_HUB     |   376 |      1207789.64
social_facility                | T2_STRATEGIC_HUB     |    93 |      1189205.16
fire_station                   | T2_STRATEGIC_HUB     |   100 |      1096892.01
townhall                       | T2_STRATEGIC_HUB     |    34 |      1077698.56
department_store               | T2_STRATEGIC_HUB     |    13 |       737233.67
government                     | T2_STRATEGIC_HUB     |   236 |       686622.74
water_park                     | T3_LOCAL_CORE        |     3 |       203669.43
nursing_home                   | T3_LOCAL_CORE        |     7 |       162980.01
sports_hall                    | T3_LOCAL_CORE        |    25 |       147565.04
kindergarten                   | T3_LOCAL_CORE        |   368 |       133114.69
theatre                        | T3_LOCAL_CORE        |    33 |       100303.96
swimming_pool                  | T3_LOCAL_CORE        |    59 |        78592.74
music_school                   | T3_LOCAL_CORE        |    11 |        74015.89
cinema                         | T3_LOCAL_CORE        |    16 |        73359.81
driving_school                 | T3_LOCAL_CORE        |    37 |        71892.71
language_school                | T3_LOCAL_CORE        |    45 |        71550.40
library                        | T3_LOCAL_CORE        |    91 |        70320.31
clinic                         | T3_LOCAL_CORE        |   105 |        70070.72
dentist                        | T3_LOCAL_CORE        |   277 |        68384.89
doctors                        | T3_LOCAL_CORE        |   337 |        68046.15
park                           | T4_DAILY_SERVICE     |   345 |        18100.43
place_of_worship               | T4_DAILY_SERVICE     |   323 |        11835.40
fuel                           | T4_DAILY_SERVICE     |   197 |        10157.83
garden                         | T4_DAILY_SERVICE     |  1350 |         8683.41
hardware                       | T4_DAILY_SERVICE     |    48 |         7143.76
electronics                    | T4_DAILY_SERVICE     |    73 |         7070.50
bureau_de_change               | T4_DAILY_SERVICE     |    90 |         7033.96
pet                            | T4_DAILY_SERVICE     |   106 |         7005.42
shoes                          | T4_DAILY_SERVICE     |   128 |         6972.55
furniture                      | T4_DAILY_SERVICE     |   129 |         6971.20
optician                       | T4_DAILY_SERVICE     |   154 |         6940.36
charging_station               | T4_DAILY_SERVICE     |   163 |         6930.48
post_office                    | T4_DAILY_SERVICE     |   183 |         6910.37
butcher                        | T4_DAILY_SERVICE     |   206 |         6889.81
florist                        | T4_DAILY_SERVICE     |   232 |         6869.19
bank                           | T4_DAILY_SERVICE     |   249 |         6856.94
pharmacy                       | T4_DAILY_SERVICE     |   377 |         6785.28
bakery                         | T4_DAILY_SERVICE     |   378 |         6784.83
bicycle_rental                 | T4_DAILY_SERVICE     |   749 |         6667.93
clothes                        | T4_DAILY_SERVICE     |   890 |         6638.81
convenience                    | T4_DAILY_SERVICE     |  1269 |         6579.57
community_centre               | T5_SPEC_GASTRO       |    80 |          912.03
car_wash                       | T5_SPEC_GASTRO       |   209 |          849.36
food_court                     | T5_SPEC_GASTRO       |    11 |          823.94
office                         | T5_SPEC_GASTRO       |     1 |          782.16
nightclub                      | T5_SPEC_GASTRO       |    34 |          720.41
arts_centre                    | T5_SPEC_GASTRO       |    41 |          717.13
pub                            | T5_SPEC_GASTRO       |    96 |          702.27
bar                            | T5_SPEC_GASTRO       |   105 |          700.71
chemist                        | T5_SPEC_GASTRO       |   160 |          693.37
cafe                           | T5_SPEC_GASTRO       |   291 |          683.00
car_repair                     | T5_SPEC_GASTRO       |   368 |          678.94
company                        | T5_SPEC_GASTRO       |   407 |          677.21
beauty                         | T5_SPEC_GASTRO       |   489 |          674.06
hairdresser                    | T5_SPEC_GASTRO       |   546 |          672.17
fast_food                      | T5_SPEC_GASTRO       |   644 |          669.36
restaurant                     | T5_SPEC_GASTRO       |  1136 |          659.79
playground                     | T6_MICRO_INFRA       |  2381 |            9.42
newsagent                      | T6_MICRO_INFRA       |    87 |            7.04
kiosk                          | T6_MICRO_INFRA       |    93 |            7.03
fountain                       | T6_MICRO_INFRA       |   199 |            6.90
toilets                        | T6_MICRO_INFRA       |   309 |            6.82
picnic_table                   | T6_MICRO_INFRA       |   380 |            6.78
atm                            | T6_MICRO_INFRA       |   536 |            6.72
vending_machine                | T6_MICRO_INFRA       |   768 |            6.66
parcel_locker                  | T6_MICRO_INFRA       |  1485 |            6.55

==========================================================================================

CITY: WARSZAWA
Total recognized POI types: 84
------------------------------------------------------------------------------------------
POI Type                       | Tier                 | Cnt   | Weight (Final) 
------------------------------------------------------------------------------------------
aerodrome                      | T0_MEGA_HUB          |    19 |    141387199.36
apron                          | T0_MEGA_HUB          |    63 |    132720972.64
hangar                         | T0_MEGA_HUB          |    89 |     77643250.95
port                           | T0_MEGA_HUB          |     4 |     41900936.85
ferry_terminal                 | T0_MEGA_HUB          |    22 |     40296528.99
station                        | T0_MEGA_HUB          |   298 |     37846921.25
terminal                       | T0_MEGA_HUB          |   548 |     37276578.05
hospital                       | T1_REGIONAL_MAGNET   |    76 |     26032880.53
stadium                        | T1_REGIONAL_MAGNET   |    41 |     25308035.57
university                     | T1_REGIONAL_MAGNET   |   128 |     20586664.44
exhibition_centre              | T1_REGIONAL_MAGNET   |     3 |     13684022.30
college                        | T1_REGIONAL_MAGNET   |   109 |      7758255.76
prison                         | T2_STRATEGIC_HUB     |     5 |      2840128.95
mall                           | T2_STRATEGIC_HUB     |   156 |      2094626.73
school                         | T2_STRATEGIC_HUB     |  1444 |      1986712.61
courthouse                     | T2_STRATEGIC_HUB     |    33 |      1532143.75
department_store               | T2_STRATEGIC_HUB     |    24 |      1452513.04
townhall                       | T2_STRATEGIC_HUB     |   103 |      1343469.03
fire_station                   | T2_STRATEGIC_HUB     |   293 |      1263117.71
social_facility                | T2_STRATEGIC_HUB     |   312 |      1247246.57
police                         | T2_STRATEGIC_HUB     |   159 |      1169576.30
government                     | T2_STRATEGIC_HUB     |   587 |       744246.86
supermarket                    | T2_STRATEGIC_HUB     |  1002 |       734281.54
water_park                     | T3_LOCAL_CORE        |    19 |       227193.40
sports_hall                    | T3_LOCAL_CORE        |    43 |       164527.51
kindergarten                   | T3_LOCAL_CORE        |  1624 |       146127.70
nursing_home                   | T3_LOCAL_CORE        |     8 |       129835.17
museum                         | T3_LOCAL_CORE        |     1 |        86411.56
swimming_pool                  | T3_LOCAL_CORE        |   393 |        84445.33
cinema                         | T3_LOCAL_CORE        |    44 |        79288.72
